Map_Name,Scale,Area_Type,Litho_FMLY,Gross_Lith,Family_DV,Family_SDV,Geo_Name,Unit_Name,Unit_SYM,Main_Litho,Litho_SYM,Subordinat,Litho_Comp,Environmnt,Met_Facies,EON,ERA,Period,Age_Ma,Age_Basis,SCGR_Name,Formation,Group_Suit,Bed,Strat_SYM,Diagenesis,Genesis,Structure,Struct_Set,Tectonic,Terrane,Sub_Terane,Publisher,Pub_Date,Report_No,GRP_Label,FORM_Label,SYM_0250K,Labl_0250K,Symbol,Label,Shape_Leng,Shape_Area
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Sedimentary rocks,Layered rocks,"Bidah belt graywacke, carbonaceous chert, argillite, and slate","Rudite, sandstone, mudstone","Bahah group, Ras formation","Bahah and Baish groups, feldspathic graywacke, Carbonaceous chert, argillite, and slate",bhr,"Feldspathic graywacke, Carbonaceous chert, argillite, and slate",bhr,Undefined,"Feldspathic graywacke, Carbonaceous chert, argillite, and slate",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Ras formation,"Bahah group, Ras formation","Feldspathic graywacke, Carbonaceous chert, argillite, and slate",bhr,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,"Graywacke, carbonaceous chert, argillite, and slate",bbsg,"Bidah belt graywacke, carbonaceous chert, argillite, and slate",bbsg,"Bidah belt graywacke, carbonaceous chert, argillite, and slate",5246.06730701,1581368.54401
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Sedimentary rocks,Layered rocks,"Bidah belt graywacke, carbonaceous chert, argillite, and slate","Rudite, sandstone, mudstone","Bahah group, Ras formation","Bahah and Baish groups, Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,"Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,Undefined,"Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Ras formation,"Bahah group, Ras formation","Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,"Graywacke, carbonaceous chert, argillite, and slate",bbsg,"Bidah belt graywacke, carbonaceous chert, argillite, and slate",bbsg,"Bidah belt graywacke, carbonaceous chert, argillite, and slate",8274.21122203,2507426.77163
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Sedimentary rocks,Layered rocks,"Bidah belt graywacke, carbonaceous chert, argillite, and slate","Rudite, sandstone, mudstone","Bahah group, Ras formation","Bahah and Baish groups, feldspathic graywacke, Carbonaceous chert, argillite, and slate",bhr,"Feldspathic graywacke, Carbonaceous chert, argillite, and slate",bhr,Undefined,"Feldspathic graywacke, Carbonaceous chert, argillite, and slate",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Ras formation,"Bahah group, Ras formation","Feldspathic graywacke, Carbonaceous chert, argillite, and slate",bhr,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,"Graywacke, carbonaceous chert, argillite, and slate",bbsg,"Bidah belt graywacke, carbonaceous chert, argillite, and slate",bbsg,"Bidah belt graywacke, carbonaceous chert, argillite, and slate",6316.81094072,2197841.54078
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Sedimentary rocks,Layered rocks,"Bidah belt graywacke, carbonaceous chert, argillite, and slate","Rudite, sandstone, mudstone","Bahah group, Ras formation","Bahah and Baish groups, feldspathic graywacke, Carbonaceous chert, argillite, and slate",bhr,"Feldspathic graywacke, Carbonaceous chert, argillite, and slate",bhr,Undefined,"Feldspathic graywacke, Carbonaceous chert, argillite, and slate",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Ras formation,"Bahah group, Ras formation","Feldspathic graywacke, Carbonaceous chert, argillite, and slate",bhr,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,"Graywacke, carbonaceous chert, argillite, and slate",bbsg,"Bidah belt graywacke, carbonaceous chert, argillite, and slate",bbsg,"Bidah belt graywacke, carbonaceous chert, argillite, and slate",2349.34099186,319069.236366
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Sedimentary rocks,Layered rocks,"Bidah belt sedimentary and metasedimentary rocks, undivided","Rudite, sandstone, mudstone","Ablah group, Rafa formation","Ablah group, Rafa formation",ar,"Metamorphosed medium-grained to conglomeratic sedimentary rocks including arkose, Arkosic graywacke, polymict conglomerate, feldspathic siltstone, and subordinate marble",ar,Undefined,"Metamorphosed medium-grained to conglomeratic sedimentary rocks including arkose, Arkosic graywacke, polymict conglomerate, feldspathic siltstone, and subordinate marble",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Rafa formation,Ablah group,"Ablah group, Metamorphosed medium-grained to conglomeratic sedimentary rocks including arkose, Arkosic graywacke, polymict conglomerate, feldspathic siltstone, and subordinate marble",ar,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,"Sedimentary and metasedimentary rocks, undivided",bbsm,"Bidah belt sedimentary and metasedimentary rocks, undivided",bbsm,"Bidah belt sedimentary and metasedimentary rocks, undivided",8957.37983687,1562614.98251
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Sedimentary rocks,Layered rocks,"Bidah belt sedimentary and metasedimentary rocks, undivided","Rudite, sandstone, mudstone","Ablah group, Rafa formation","Ablah group, Rafa formation",ar,"Metamorphosed medium-grained to conglomeratic sedimentary rocks including arkose, Arkosic graywacke, polymict conglomerate, feldspathic siltstone, and subordinate marble",ar,Undefined,"Metamorphosed medium-grained to conglomeratic sedimentary rocks including arkose, Arkosic graywacke, polymict conglomerate, feldspathic siltstone, and subordinate marble",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Rafa formation,Ablah group,"Ablah group, Metamorphosed medium-grained to conglomeratic sedimentary rocks including arkose, Arkosic graywacke, polymict conglomerate, feldspathic siltstone, and subordinate marble",ar,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,"Sedimentary and metasedimentary rocks, undivided",bbsm,"Bidah belt sedimentary and metasedimentary rocks, undivided",bbsm,"Bidah belt sedimentary and metasedimentary rocks, undivided",29594.0500228,14984233.2059
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Sedimentary rocks,Layered rocks,"Bidah belt sedimentary and metasedimentary rocks, undivided","Rudite, sandstone, mudstone","Ablah group, Rafa formation","Ablah group, Rafa formation",ar,"Metamorphosed medium-grained to conglomeratic sedimentary rocks including arkose, Arkosic graywacke, polymict conglomerate, feldspathic siltstone, and subordinate marble",ar,Undefined,"Metamorphosed medium-grained to conglomeratic sedimentary rocks including arkose, Arkosic graywacke, polymict conglomerate, feldspathic siltstone, and subordinate marble",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Rafa formation,Ablah group,"Ablah group, Metamorphosed medium-grained to conglomeratic sedimentary rocks including arkose, Arkosic graywacke, polymict conglomerate, feldspathic siltstone, and subordinate marble",ar,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,"Sedimentary and metasedimentary rocks, undivided",bbsm,"Bidah belt sedimentary and metasedimentary rocks, undivided",bbsm,"Bidah belt sedimentary and metasedimentary rocks, undivided",44620.3463718,72461263.3289
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Sedimentary rocks,Layered rocks,"Bidah belt sedimentary and metasedimentary rocks, undivided","Rudite, sandstone, mudstone","Ablah group, Rafa formation","Ablah group, Rafa formation",ar,"Metamorphosed medium-grained to conglomeratic sedimentary rocks including arkose, Arkosic graywacke, polymict conglomerate, feldspathic siltstone, and subordinate marble",ar,Undefined,"Metamorphosed medium-grained to conglomeratic sedimentary rocks including arkose, Arkosic graywacke, polymict conglomerate, feldspathic siltstone, and subordinate marble",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Rafa formation,Ablah group,"Ablah group, Metamorphosed medium-grained to conglomeratic sedimentary rocks including arkose, Arkosic graywacke, polymict conglomerate, feldspathic siltstone, and subordinate marble",ar,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,"Sedimentary and metasedimentary rocks, undivided",bbsm,"Bidah belt sedimentary and metasedimentary rocks, undivided",bbsm,"Bidah belt sedimentary and metasedimentary rocks, undivided",96512.8284585,73260561.4961
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Sedimentary rocks,Layered rocks,"Bidah belt sedimentary rocks, undivided","Rudite, sandstone, mudstone","Ablah group, Khutnah formation","Ablah group, Khutnah formation",kh,"Metamorphosed coarse- to fine-grained sedimentary rocks including volcaniclastic wacke and conglomerate, arkose, siltstone, and marble, interbedded with subordinate mafic and felsic tuffs and basaltic to andesitic flow rocks",kh,Undefined,"Metamorphosed coarse- to fine-grained sedimentary rocks including volcaniclastic wacke and conglomerate, arkose, siltstone, and marble, interbedded with subordinate mafic and felsic tuffs and basaltic to andesitic flow rocks",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Khutnah formation,Ablah group,"Ablah group, Metamorphosed coarse- to fine-grained sedimentary rocks including volcaniclastic wacke and conglomerate, arkose, siltstone, and marble, interbedded with subordinate mafic and felsic tuffs and basaltic to andesitic flow rocks",kh,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,"Sedimentary rocks, undivided",bbss,"Bidah belt sedimentary rocks, undivided",bbss,"Bidah belt sedimentary rocks, undivided",16513.5079849,5006748.85742
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Sedimentary rocks,Layered rocks,"Bidah belt sedimentary rocks, undivided","Rudite, sandstone, mudstone","Bahah group, Ras formation","Bahah and Baish groups, Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,"Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,Undefined,"Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Ras formation,"Bahah group, Ras formation","Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,"Sedimentary rocks, undivided",bbss,"Bidah belt sedimentary rocks, undivided",bbss,"Bidah belt sedimentary rocks, undivided",94532.8620761,91854006.5502
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Sedimentary rocks,Layered rocks,"Bidah belt sedimentary rocks, undivided","Rudite, sandstone, mudstone","Ablah group, Khutnah formation","Ablah group, Khutnah formation",kh,"Metamorphosed coarse- to fine-grained sedimentary rocks including volcaniclastic wacke and conglomerate, arkose, siltstone, and marble, interbedded with subordinate mafic and felsic tuffs and basaltic to andesitic flow rocks",kh,Undefined,"Metamorphosed coarse- to fine-grained sedimentary rocks including volcaniclastic wacke and conglomerate, arkose, siltstone, and marble, interbedded with subordinate mafic and felsic tuffs and basaltic to andesitic flow rocks",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Khutnah formation,Ablah group,"Ablah group, Metamorphosed coarse- to fine-grained sedimentary rocks including volcaniclastic wacke and conglomerate, arkose, siltstone, and marble, interbedded with subordinate mafic and felsic tuffs and basaltic to andesitic flow rocks",kh,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,"Sedimentary rocks, undivided",bbss,"Bidah belt sedimentary rocks, undivided",bbss,"Bidah belt sedimentary rocks, undivided",7098.04351635,769116.10198
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Sedimentary rocks,Layered rocks,"Bidah belt sedimentary rocks, undivided","Rudite, sandstone, mudstone","Bahah group, Ras formation","Bahah and Baish groups, Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,"Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,Undefined,"Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Ras formation,"Bahah group, Ras formation","Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,"Sedimentary rocks, undivided",bbss,"Bidah belt sedimentary rocks, undivided",bbss,"Bidah belt sedimentary rocks, undivided",39250.7458383,48574929.6817
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Sedimentary rocks,Layered rocks,"Bidah belt sedimentary rocks, undivided","Rudite, sandstone, mudstone","Ablah group, Khutnah formation","Ablah group, Khutnah formation",kh,"Metamorphosed coarse- to fine-grained sedimentary rocks including volcaniclastic wacke and conglomerate, arkose, siltstone, and marble, interbedded with subordinate mafic and felsic tuffs and basaltic to andesitic flow rocks",kh,Undefined,"Metamorphosed coarse- to fine-grained sedimentary rocks including volcaniclastic wacke and conglomerate, arkose, siltstone, and marble, interbedded with subordinate mafic and felsic tuffs and basaltic to andesitic flow rocks",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Khutnah formation,Ablah group,"Ablah group, Metamorphosed coarse- to fine-grained sedimentary rocks including volcaniclastic wacke and conglomerate, arkose, siltstone, and marble, interbedded with subordinate mafic and felsic tuffs and basaltic to andesitic flow rocks",kh,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,"Sedimentary rocks, undivided",bbss,"Bidah belt sedimentary rocks, undivided",bbss,"Bidah belt sedimentary rocks, undivided",8334.338704,2744966.32287
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Sedimentary rocks,Layered rocks,"Bidah belt sedimentary rocks, undivided","Rudite, sandstone, mudstone","Bahah group, Ras formation","Bahah and Baish groups, Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,"Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,Undefined,"Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Ras formation,"Bahah group, Ras formation","Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,"Sedimentary rocks, undivided",bbss,"Bidah belt sedimentary rocks, undivided",bbss,"Bidah belt sedimentary rocks, undivided",520595.627272,1039403287.45
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Sedimentary rocks,Layered rocks,"Bidah belt sedimentary rocks, undivided","Rudite, sandstone, mudstone","Ablah group, Khutnah formation","Ablah group, Khutnah formation",kh,"Metamorphosed coarse- to fine-grained sedimentary rocks including volcaniclastic wacke and conglomerate, arkose, siltstone, and marble, interbedded with subordinate mafic and felsic tuffs and basaltic to andesitic flow rocks",kh,Undefined,"Metamorphosed coarse- to fine-grained sedimentary rocks including volcaniclastic wacke and conglomerate, arkose, siltstone, and marble, interbedded with subordinate mafic and felsic tuffs and basaltic to andesitic flow rocks",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Khutnah formation,Ablah group,"Ablah group, Metamorphosed coarse- to fine-grained sedimentary rocks including volcaniclastic wacke and conglomerate, arkose, siltstone, and marble, interbedded with subordinate mafic and felsic tuffs and basaltic to andesitic flow rocks",kh,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,"Sedimentary rocks, undivided",bbss,"Bidah belt sedimentary rocks, undivided",bbss,"Bidah belt sedimentary rocks, undivided",5988.87459157,1264988.81463
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Sedimentary rocks,Layered rocks,"Bidah belt sedimentary rocks, undivided","Rudite, sandstone, mudstone","Ablah group, Khutnah formation","Ablah group, Khutnah formation",kh,"Metamorphosed coarse- to fine-grained sedimentary rocks including volcaniclastic wacke and conglomerate, arkose, siltstone, and marble, interbedded with subordinate mafic and felsic tuffs and basaltic to andesitic flow rocks",kh,Undefined,"Metamorphosed coarse- to fine-grained sedimentary rocks including volcaniclastic wacke and conglomerate, arkose, siltstone, and marble, interbedded with subordinate mafic and felsic tuffs and basaltic to andesitic flow rocks",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Khutnah formation,Ablah group,"Ablah group, Metamorphosed coarse- to fine-grained sedimentary rocks including volcaniclastic wacke and conglomerate, arkose, siltstone, and marble, interbedded with subordinate mafic and felsic tuffs and basaltic to andesitic flow rocks",kh,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,"Sedimentary rocks, undivided",bbss,"Bidah belt sedimentary rocks, undivided",bbss,"Bidah belt sedimentary rocks, undivided",21171.7921605,8601566.18224
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Igneous extrusive rocks,Layered rocks,"Bidah belt amygdaloidal basalt flows, greenstone, and chlorite schist",Mafic volcanic and volcaniclastic rocks,"Baish group, Jof formation","Baish group, Jof formation",bj,"Metamorphosed basaltic and subordinate andesitic volcaniclastic rocks, subordinate mafic lavas, and rare felsic tuffs flows, interbedded with Subordinate fine-grained volcaniclastic and epiclastic metasedimentary rocks",bj,Undefined,"Metamorphosed basaltic and subordinate andesitic volcaniclastic rocks, subordinate mafic lavas, and rare felsic tuffs flows, interbedded with Subordinate fine-grained volcaniclastic and epiclastic metasedimentary rocks",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Jof formation,Baish group,"Metamorphosed basaltic and subordinate andesitic volcaniclastic rocks, subordinate mafic lavas, and rare felsic tuffs flows, interbedded with Subordinate fine-grained volcaniclastic and epiclastic metasedimentary rocks",bj,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,"Amygdaloidal basalt flows, greenstone, and chlorite schist",bbvb,"Bidah belt amygdaloidal basalt flows, greenstone, and chlorite schist",bbvb,"Bidah belt amygdaloidal basalt flows, greenstone, and chlorite schist",30402.3493732,14448877.5429
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Igneous extrusive rocks,Layered rocks,"Bidah belt amygdaloidal basalt flows, greenstone, and chlorite schist",Mafic volcanic and volcaniclastic rocks,"Bahah and Baish groups, undivided","Bahah and Baish groups, Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",,"Bahah and Baish groups, undivided","Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,"Amygdaloidal basalt flows, greenstone, and chlorite schist",bbvb,"Bidah belt amygdaloidal basalt flows, greenstone, and chlorite schist",bbvb,"Bidah belt amygdaloidal basalt flows, greenstone, and chlorite schist",41260.6492789,42325443.7264
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Igneous extrusive rocks,Layered rocks,"Bidah belt amygdaloidal basalt flows, greenstone, and chlorite schist",Mafic volcanic and volcaniclastic rocks,"Bahah and Baish groups, undivided","Bahah and Baish groups, Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,"Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",,"Bahah and Baish groups, undivided","Metamorphosed basaltic and dacitic tuffs and agglomerate, subordinate mafic flow rocks, and subordinate fine-grained epiclastic sedimentary rocks",ba,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,"Amygdaloidal basalt flows, greenstone, and chlorite schist",bbvb,"Bidah belt amygdaloidal basalt flows, greenstone, and chlorite schist",bbvb,"Bidah belt amygdaloidal basalt flows, greenstone, and chlorite schist",27391.1849101,27955065.5594
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Igneous extrusive rocks,Layered rocks,Bidah belt epiclastic and volcaniclastic rocks,Mafic and felsic volcanic and volcaniclastic rocks,"Bahah group, Ras formation","Bahah and Baish groups, Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,"Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,Undefined,"Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Ras formation,"Bahah group, Ras formation","Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,Epiclastic and volcaniclastic rocks,bbve,Bidah belt epiclastic and volcaniclastic rocks,bbve,Bidah belt epiclastic and volcaniclastic rocks,21279.6859781,9510322.28011
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Igneous extrusive rocks,Layered rocks,Bidah belt epiclastic and volcaniclastic rocks,Mafic and felsic volcanic and volcaniclastic rocks,"Bahah group, Ras formation","Bahah and Baish groups, Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,"Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,Undefined,"Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Ras formation,"Bahah group, Ras formation","Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,Epiclastic and volcaniclastic rocks,bbve,Bidah belt epiclastic and volcaniclastic rocks,bbve,Bidah belt epiclastic and volcaniclastic rocks,8610.18380768,2335202.73506
Jabal Ibrahim GM-096C,"1:250,000",Arabian Shield,Igneous extrusive rocks,Layered rocks,Bidah belt epiclastic and volcaniclastic rocks,Mafic and felsic volcanic and volcaniclastic rocks,"Bahah group, Ras formation","Bahah and Baish groups, Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,"Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,Undefined,"Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",,Greenschist,Proterozoic,Neoproterozoic,Cryogenian,~855-815 Ma,Inference,"Proterozoic, Neoproterozoic, Cryogenian",Ras formation,"Bahah group, Ras formation","Metamophosed medium- to fine-grained epiclastic and volcaniclastic rocks interbedded with subordinate chert, marble, and locally basal conglomerate",br,Undefined,Intraoceanic magmatic arc,Bidah arc,Suprasubduction arc,Convergent boundary,Asir terrane,Unassigned,SGS,2013-01-01,GM-096C,Bidah belt,Epiclastic and volcaniclastic rocks,bbve,Bidah belt epiclastic and volcaniclastic rocks,bbve,Bidah belt epiclastic and volcaniclastic rocks,44457.7000675,59821466.9194
